Accident.Number,Aircraft.Category,Aircraft.Destroyed,Aircraft.Type,Aircraft.damage,Amateur.Built,Broad.phase.of.flight,Country,Engine.Type,Event.Date,Event.Id,FAR.Description,Fatal.Serious,Fatal.Serious.Rate,Injury.Severity,Investigation.Type,Location,Make,Model,Number.of.Engines,Publication.Date,Purpose.of.flight,Registration.Number,Total.Fatal.Injuries,Total.Minor.Injuries,Total.People,Total.Serious.Injuries,Total.Uninjured,Weather.Condition
LAX83IA149A,Airplane,False,BOEING 747,Minor,No,TAXI,United States,TURBO FAN,1983-03-18,20001214X42478,Part 129: Foreign,0.0,0.0,Incident,Incident,"LOS ANGELES, CA",BOEING,747,4.0,04-12-2014,,9VSQQ,0.0,0.0,588.0,0.0,588.0,VMC
ATL83FA140,Airplane,True,PIPER PA-28-140,Destroyed,No,CRUISE,United States,RECIPROCATING,1983-03-20,20001214X42331,Part 91: General Aviation,2.0,1.0,Fatal(1),Accident,"CROSSVILLE, TN",PIPER,PA-28-140,1.0,02-05-2011,PERSONAL,N9600W,1.0,0.0,2.0,1.0,0.0,IMC
FTW83LA177,Airplane,False,DE HAVILLAND DHC-6,Unknown,No,STANDING,United States,TURBO PROP,1983-04-02,20001214X42672,Part 91: General Aviation,1.0,0.2,Fatal(1),Accident,"MCKINNEY, TX",DE HAVILLAND,DHC-6,2.0,17-10-2016,SKYDIVING,N927BA,1.0,0.0,5.0,0.0,4.0,VMC
CHI84IA041,Airplane,False,BOEING 727-200,Minor,No,TAXI,United States,TURBO FAN,1983-11-08,20001214X45013,Part 121: Air Carrier,0.0,0.0,Incident,Incident,"CHICAGO, IL",BOEING,727-200,3.0,11-06-2018,UNKNOWN,N898AA,0.0,0.0,100.0,0.0,100.0,VMC
NYC84LA028,Airplane,False,BEECH C35,Substantial,No,CLIMB,United States,RECIPROCATING,1983-11-13,20001214X45188,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"MARTHA'S VINEYARD, MA",BEECH,C35,1.0,05-05-2011,PERSONAL,N1882D,0.0,0.0,1.0,0.0,1.0,VMC
LAX84LA110,Airplane,False,CESSNA 180K,Substantial,No,TAKEOFF,United States,RECIPROCATING,1983-12-22,20001214X45339,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"SANTA ROSA ISLAND, CA",CESSNA,180K,1.0,01-02-2016,PERSONAL,N2697K,0.0,0.0,1.0,0.0,1.0,VMC
ATL84LA120,Airplane,False,BEECH 99,Substantial,No,LANDING,United States,TURBO PROP,1984-03-14,20001214X38957,Part 135: Air Taxi & Commuter,0.0,0.0,Non-Fatal,Accident,"MYRTLE BEACH, SC",BEECH,99,2.0,24-09-2018,UNKNOWN,N7994R,0.0,0.0,1.0,0.0,1.0,VMC
MIA84LA182,Airplane,False,PIPER PA-23-250,Substantial,No,APPROACH,United States,RECIPROCATING,1984-06-11,20001214X40033,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"FT. LAUDERDALE, FL",PIPER,PA-23-250,2.0,13-09-2011,PERSONAL,N29994,0.0,0.0,4.0,0.0,4.0,VMC
MKC84FA197,Airplane,True,PIPER PA-18-150,Destroyed,No,MANEUVERING,United States,RECIPROCATING,1984-07-03,20001214X40407,Part 137: Agricultural,1.0,1.0,Fatal(1),Accident,"WRIGHT, AR",PIPER,PA-18-150,1.0,15-12-2009,AERIAL APPLICATION,N4025,1.0,0.0,1.0,0.0,0.0,VMC
MKC85LA019,Airplane,False,CESSNA R172E,Substantial,No,APPROACH,United States,RECIPROCATING,1984-11-09,20001214X41647,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"JUNCTION CITY, KS",CESSNA,R172E,1.0,02-05-2011,PERSONAL,N13030,0.0,0.0,1.0,0.0,1.0,VMC
ATL85FA072,Airplane,True,CESSNA 182A,Destroyed,No,MANEUVERING,United States,RECIPROCATING,1984-12-30,20001214X41706,Part 91: General Aviation,1.0,1.0,Fatal(1),Accident,"DUBLIN, VA",CESSNA,182A,1.0,17-10-2016,SKYDIVING,N4963D,1.0,0.0,1.0,0.0,0.0,VMC
DEN85LA064,Airplane,True,CESSNA 182Q,Destroyed,No,MANEUVERING,United States,RECIPROCATING,1985-01-14,20001214X35509,Part 91: General Aviation,1.0,0.5,Non-Fatal,Accident,"WAPITI, WY",CESSNA,182Q,1.0,12-01-2016,PERSONAL,N759WB,0.0,1.0,2.0,1.0,0.0,VMC
LAX85LA257,Airplane,True,CESSNA T303,Destroyed,No,APPROACH,United States,RECIPROCATING,1985-05-13,20001214X36510,Part 91: General Aviation,1.0,1.0,Non-Fatal,Accident,"MESA, AZ",CESSNA,T303,2.0,03-08-2011,POSITIONING,N4661V,0.0,0.0,1.0,1.0,0.0,VMC
NYC85FA145B,Airplane,True,CESSNA 152,Destroyed,No,TAKEOFF,United States,RECIPROCATING,1985-06-11,20001214X36887,Part 91: General Aviation,2.0,0.3333333333333333,Fatal(1),Accident,"BELMAR, NJ",CESSNA,152,1.0,08-04-2013,INSTRUCTIONAL,N4956B,1.0,4.0,6.0,1.0,0.0,VMC
ATL85IA251,Airplane,False,CESSNA 441,Substantial,No,LANDING,United States,TURBO PROP,1985-08-16,20001214X37356,Part 91: General Aviation,0.0,0.0,Incident,Incident,"HILTON HEAD, SC",CESSNA,441,2.0,26-07-2011,BUSINESS,N2624D,0.0,0.0,4.0,0.0,4.0,VMC
ATL85MA286,Airplane,True,CESSNA 208,Destroyed,No,TAKEOFF,United States,TURBO PROP,1985-09-29,20001214X37718,Part 91: General Aviation,17.0,1.0,Fatal(17),Accident,"JENKINSBURG, GA",CESSNA,208,1.0,17-10-2016,SKYDIVING,N551CC,17.0,0.0,17.0,0.0,0.0,VMC
LAX86LA166,Airplane,False,PIPER PA-23-250,Substantial,No,LANDING,United States,RECIPROCATING,1986-04-08,20001213X33306,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"MESA, AZ",PIPER,PA-23-250,2.0,03-08-2011,PERSONAL,N3872E,0.0,0.0,2.0,0.0,2.0,VMC
FTW86FA066B,Airplane,True,GRUMMAN G164A,Destroyed,No,DESCENT,United States,RECIPROCATING,1986-04-15,20001213X33276,Part 137: Agricultural,2.0,1.0,Fatal(2),Accident,"HANKAMER, TX",GRUMMAN,G164A,1.0,08-04-2013,AERIAL APPLICATION,N8696H,2.0,0.0,2.0,0.0,0.0,VMC
FTW86FA066A,Airplane,True,GRUMMAN G164A,Destroyed,No,STANDING,United States,RECIPROCATING,1986-04-15,20001213X33276,Part 137: Agricultural,2.0,1.0,Fatal(2),Accident,"HANKAMER, TX",GRUMMAN,G164A,1.0,08-04-2013,AERIAL APPLICATION,N8751H,2.0,0.0,2.0,0.0,0.0,VMC
SEA86FA121B,Airplane,True,CESSNA TU206F,Destroyed,No,DESCENT,United States,RECIPROCATING,1986-05-19,20001213X33697,Part 91: General Aviation,2.0,0.6666666666666666,Fatal(2),Accident,"MEAD, WA",CESSNA,TU206F,1.0,17-10-2016,SKYDIVING,N8267Q,2.0,1.0,3.0,0.0,0.0,VMC
SEA86FA121A,Airplane,True,CESSNA 152,Destroyed,No,MANEUVERING,United States,RECIPROCATING,1986-05-19,20001213X33697,Part 91: General Aviation,2.0,0.6666666666666666,Fatal(2),Accident,"MEAD, WA",CESSNA,152,1.0,17-10-2016,INSTRUCTIONAL,N6161M,2.0,1.0,3.0,0.0,0.0,VMC
BFO86IA031B,Airplane,False,GRUMMAN F-14A,Unknown,No,DESCENT,United States,TURBO JET,1986-05-30,20001213X33489,Part 91: General Aviation,0.0,0.0,Incident,Incident,"CALVERTON, NY",GRUMMAN,F-14A,2.0,09-10-2018,PUBLIC AIRCRAFT,USN,0.0,0.0,69.0,0.0,69.0,VMC
DCA87MA018B,Airplane,True,MOONEY M-20C,Destroyed,No,MANEUVERING,United States,RECIPROCATING,1987-01-15,20001213X30060,Part 91: General Aviation,10.0,1.0,Fatal(10),Accident,"KEARNS, UT",MOONEY,M-20C,1.0,10-07-2019,INSTRUCTIONAL,N6485U,10.0,0.0,10.0,0.0,0.0,VMC
FTW87RA066,Airplane,False,BOEING 707-323B,Unknown,No,,Mexico,TURBO JET,1987-02-14,20001213X30244,Part 121: Air Carrier,1.0,0.007407407407407408,Fatal(1),Accident,"DURANGO, Mexico",BOEING,707-323B,4.0,07-02-1995,UNKNOWN,N712PC,1.0,3.0,135.0,0.0,131.0,
SEA87LA072,Airplane,False,PIPER PA 16,Substantial,No,LANDING,United States,,1987-04-02,20001213X30820,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"JEAN, NV",PIPER,PA 16,,10-04-2014,PERSONAL,N5916H,0.0,0.0,1.0,0.0,1.0,VMC
DCA88WA048,Airplane,True,PIPER PA-38,Destroyed,No,,United Kingdom,UNKNOWN,1988-03-27,20001213X25245,"Non-U.S., Non-Commercial",1.0,1.0,Fatal(1),Accident,"OXFORD, United Kingdom",PIPER,PA-38,0.0,,INSTRUCTIONAL,N91590,1.0,0.0,1.0,0.0,0.0,
CHI88FA091,Airplane,False,BEECH B90,Substantial,No,CRUISE,United States,TURBO PROP,1988-04-05,20001213X25425,Part 135: Air Taxi & Commuter,0.0,0.0,Non-Fatal,Accident,"ST. PAUL, MN",BEECH,B90,2.0,02-05-2011,UNKNOWN,N181LL,0.0,0.0,5.0,0.0,5.0,IMC
MIA88WA161,Airplane,False,BOEING 757-225,Unknown,No,,Costa Rica,UNKNOWN,1988-04-16,20001213X25535,Part 121: Air Carrier,1.0,0.0051813471502590676,Non-Fatal,Accident,"San Jose, Costa Rica",BOEING,757-225,2.0,06-02-1995,,N510EA,0.0,0.0,193.0,1.0,192.0,
DCA88IA056,Airplane,False,BOEING 747-123,Minor,No,CRUISE,Japan,TURBO FAN,1988-05-02,20001213X25661,Part 121: Air Carrier,0.0,0.0,Incident,Incident,"NR TOKYO, Japan",BOEING,747-123,4.0,02-02-2016,UNKNOWN,N157UA,0.0,0.0,258.0,0.0,258.0,VMC
BFO88LA070,Airplane,False,CESSNA 150K,Substantial,No,MANEUVERING,United States,RECIPROCATING,1988-08-01,20001213X26456,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"SELBYVILLE, DE",CESSNA,150K,1.0,02-06-2009,UNKNOWN,N5682G,0.0,0.0,1.0,0.0,1.0,VMC
BFO88LA073,Airplane,False,PIPER PA-28-180,Substantial,No,CRUISE,United States,RECIPROCATING,1988-08-07,20001213X26459,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"RACINE, WV",PIPER,PA-28-180,1.0,02-05-2011,FERRY,N4873T,0.0,1.0,1.0,0.0,0.0,VMC
LAX89LA068,Airplane,False,BOEING 747SP-21,Unknown,No,CRUISE,United States,TURBO FAN,1988-12-23,20001213X27446,Part 121: Air Carrier,1.0,0.0045045045045045045,Non-Fatal,Accident,"Midway Islands, PO",BOEING,747SP-21,4.0,02-02-2016,UNKNOWN,N146UA,0.0,1.0,222.0,1.0,220.0,
CHI89FA035,Airplane,True,CESSNA 310R,Destroyed,No,APPROACH,United States,RECIPROCATING,1988-12-24,20001213X27392,Part 91: General Aviation,2.0,1.0,Fatal(2),Accident,"MADISON, IN",CESSNA,310R,2.0,04-09-2012,POSITIONING,N5121J,2.0,0.0,2.0,0.0,0.0,VMC
MKC89FA099,Airplane,True,MAULE M-5,Destroyed,No,CLIMB,United States,RECIPROCATING,1989-04-27,20001213X28167,Part 91: General Aviation,3.0,1.0,Fatal(3),Accident,"AINSWORTH, NE",MAULE,M-5,1.0,17-08-2012,OTHER WORK USE,N20BS,3.0,0.0,3.0,0.0,0.0,IMC
MIA89LA175,Airplane,False,CESSNA 210L,Substantial,No,APPROACH,United States,RECIPROCATING,1989-06-15,20001213X28620,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"MIRAMAR, FL",CESSNA,210L,1.0,15-11-2010,PERSONAL,N732AG,0.0,3.0,3.0,0.0,0.0,VMC
MKC89LA151,Airplane,False,"PIPER J3 ""CUB""",Substantial,No,TAKEOFF,United States,RECIPROCATING,1989-07-03,20001213X28927,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"MORRILTON, AR",PIPER,"J3 ""CUB""",1.0,02-05-2011,PERSONAL,N1414N,0.0,1.0,1.0,0.0,0.0,VMC
NYC89FA177B,Airplane,True,CESSNA 182B,Destroyed,No,DESCENT,United States,RECIPROCATING,1989-07-30,20001213X28948,Part 91: General Aviation,7.0,1.0,Fatal(7),Accident,"SALISBURY TWP, PA",CESSNA,182B,1.0,17-10-2016,OTHER WORK USE,N2639G,7.0,0.0,7.0,0.0,0.0,VMC
NYC89FA177A,Airplane,True,BEECH A36,Destroyed,No,APPROACH,United States,RECIPROCATING,1989-07-30,20001213X28948,Part 91: General Aviation,7.0,1.0,Fatal(7),Accident,"SALISBURY TWP, PA",BEECH,A36,1.0,17-10-2016,SKYDIVING,N2063V,7.0,0.0,7.0,0.0,0.0,VMC
BFO89LA066,Airplane,False,PIPER PA-32-300,Substantial,No,LANDING,United States,RECIPROCATING,1989-07-30,20001213X28746,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"WILLIAMSBURG, VA",PIPER,PA-32-300,1.0,24-04-2013,PERSONAL,N4022R,0.0,0.0,4.0,0.0,4.0,VMC
ATL90FA040A,Airplane,False,CESSNA 182,Substantial,No,MANEUVERING,United States,RECIPROCATING,1989-12-17,20001213X29904,Part 91: General Aviation,1.0,0.3333333333333333,Fatal(1),Accident,"CINCINNATI, OH",CESSNA,182,1.0,11-12-2012,UNKNOWN,N8940T,1.0,1.0,3.0,0.0,1.0,VMC
NYC90LA058,Airplane,True,TAYLORCRAFT BC12D,Destroyed,No,TAKEOFF,United States,UNKNOWN,1990-01-28,20001212X22492,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"ROXBURY, ME",TAYLORCRAFT,BC12D,1.0,01-02-2016,PERSONAL,N44068,0.0,0.0,2.0,0.0,2.0,VMC
NYC90FA061,Airplane,True,CESSNA 208B,Destroyed,No,TAKEOFF,United States,TURBO PROP,1990-01-29,20001212X22480,Part 135: Air Taxi & Commuter,2.0,1.0,Fatal(2),Accident,"WILLISTON, VT",CESSNA,208B,1.0,01-02-2016,UNKNOWN,N4688B,2.0,0.0,2.0,0.0,0.0,IMC
NYC90FA063,Airplane,True,PIPER PA-28-181,Destroyed,No,MANEUVERING,United States,RECIPROCATING,1990-02-01,20001212X22619,Part 91: General Aviation,1.0,1.0,Fatal(1),Accident,"FAIRFIELD, CT",PIPER,PA-28-181,1.0,01-02-2016,PERSONAL,N83253,1.0,0.0,1.0,0.0,0.0,VMC
ANC90LA043,Airplane,False,CESSNA 170B,Substantial,No,TAKEOFF,United States,RECIPROCATING,1990-03-16,20001212X22649,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"SULATNA CROSS, AK",CESSNA,170B,1.0,01-07-2009,PERSONAL,N4659C,0.0,0.0,2.0,0.0,2.0,VMC
ATL90FA095B,Airplane,True,CESSNA 172,Destroyed,No,CRUISE,United States,RECIPROCATING,1990-04-09,20001212X22846,Part 91: General Aviation,2.0,0.2222222222222222,Fatal(2),Accident,"GADSDEN, AL",CESSNA,172,1.0,17-11-2009,UNKNOWN,N99501,2.0,0.0,9.0,0.0,7.0,VMC
ATL90FA095A,Airplane,False,EMBRAER EMB-120,Substantial,No,CRUISE,United States,TURBO PROP,1990-04-09,20001212X22846,Part 135: Air Taxi & Commuter,2.0,0.2222222222222222,Fatal(2),Accident,"GADSDEN, AL",EMBRAER,EMB-120,2.0,17-11-2009,UNKNOWN,N217AS,2.0,0.0,9.0,0.0,7.0,VMC
MIA90FA105,Airplane,False,EMBRAER EMB-110,Substantial,No,TAXI,United States,TURBO PROP,1990-04-16,20001212X22966,Part 135: Air Taxi & Commuter,0.0,0.0,Non-Fatal,Accident,"FORT LAUDERDALE, FL",EMBRAER,EMB-110,2.0,17-11-2009,UNKNOWN,N64CZ,0.0,0.0,8.0,0.0,8.0,VMC
MKC90LA087,Airplane,False,CESSNA 150,Substantial,No,APPROACH,United States,RECIPROCATING,1990-04-17,20001212X22992,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"SALINA, KS",CESSNA,150,1.0,02-05-2011,INSTRUCTIONAL,N714EB,0.0,0.0,2.0,0.0,2.0,VMC
DCA90WA430,Airplane,True,BEECH C99 AIRLINER,Destroyed,No,,Canada,UNKNOWN,1990-04-30,20001212X22890,Part 129: Foreign,4.0,1.0,Fatal(1),Accident,"MOOSONEE, Canada",BEECH,C99 AIRLINER,2.0,02-06-1998,UNKNOWN,,1.0,0.0,4.0,3.0,0.0,
ANC90LA112,Airplane,True,PIPER PA-28-180,Destroyed,No,DESCENT,United States,RECIPROCATING,1990-07-05,20001212X23574,Part 91: General Aviation,2.0,1.0,Fatal(1),Accident,"COLDFOOT, AK",PIPER,PA-28-180,1.0,19-03-2009,BUSINESS,N6374J,1.0,0.0,2.0,1.0,0.0,VMC
MKC90LA146,Airplane,False,PIPER PA-28-140,Substantial,No,DESCENT,United States,RECIPROCATING,1990-07-12,20001212X23773,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"WICHITA, KS",PIPER,PA-28-140,1.0,02-05-2011,PERSONAL,N7295F,0.0,2.0,2.0,0.0,0.0,VMC
DCA90WA049,Airplane,False,MCDONNELL DOUGLAS DC-10-30,Unknown,No,,Malaysia,UNKNOWN,1990-07-27,20001212X23667,Part 121: Air Carrier,1.0,0.14285714285714285,Non-Fatal,Accident,"BHARU, Malaysia",MCDONNELL DOUGLAS,DC-10-30,0.0,07-02-1995,UNKNOWN,N108WA,0.0,3.0,7.0,1.0,3.0,
NYC90FA220,Airplane,True,CESSNA 152,Destroyed,No,TAKEOFF,United States,RECIPROCATING,1990-09-14,20001212X24345,Part 91: General Aviation,2.0,1.0,Fatal(2),Accident,"PLAIN CITY, OH",CESSNA,152,1.0,01-02-2016,PERSONAL,N95644,2.0,0.0,2.0,0.0,0.0,IMC
NYC90FA227,Airplane,True,PIPER PA-24-260,Destroyed,No,TAKEOFF,United States,RECIPROCATING,1990-09-23,20001212X24349,Part 91: General Aviation,4.0,1.0,Fatal(4),Accident,"ELIOT, ME",PIPER,PA-24-260,1.0,01-02-2016,PERSONAL,N8664P,4.0,0.0,4.0,0.0,0.0,VMC
ANC91LA002,Airplane,False,CESSNA 185B,Substantial,No,LANDING,United States,RECIPROCATING,1990-10-06,20001212X24393,Part 135: Air Taxi & Commuter,0.0,0.0,Non-Fatal,Accident,"KOYUKTOLIK, AK",CESSNA,185B,1.0,23-09-2019,UNKNOWN,N2525Z,0.0,0.0,1.0,0.0,1.0,VMC
DEN91LA018,Airplane,False,PIPER PA-23-250,Substantial,No,CLIMB,United States,RECIPROCATING,1990-11-07,20001212X24604,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"ABILENE, TX",PIPER,PA-23-250,2.0,02-05-2011,PERSONAL,N6078Y,0.0,0.0,3.0,0.0,3.0,IMC
FTW91FA017,Airplane,True,BEECH B55,Destroyed,No,MANEUVERING,United States,RECIPROCATING,1990-11-23,20001212X24613,Part 91: General Aviation,1.0,1.0,Fatal(1),Accident,"ENGLAND, AR",BEECH,B55,2.0,22-03-2011,PERSONAL,N811J,1.0,0.0,1.0,0.0,0.0,VMC
SEA91LA034,Airplane,False,BEECH D50C,Substantial,No,CRUISE,United States,RECIPROCATING,1990-12-15,20001212X24824,Part 91: General Aviation,1.0,0.16666666666666666,Fatal(1),Accident,"SNOHOMISH, WA",BEECH,D50C,2.0,17-10-2016,SKYDIVING,N833Q,1.0,1.0,6.0,0.0,4.0,VMC
SEA91FA038,Airplane,False,CESSNA 182B,Substantial,No,TAKEOFF,United States,RECIPROCATING,1990-12-31,20001212X24816,Part 91: General Aviation,3.0,0.75,Fatal(2),Accident,"ESTACADA, OR",CESSNA,182B,1.0,26-10-2016,SKYDIVING,N7288E,2.0,1.0,4.0,1.0,0.0,VMC
SEA91TA03,Airplane,False,PIPER PA-34,Substantial,No,LANDING,United States,UNKNOWN,1991-01-25,20001212X16387,Public Aircraft,0.0,0.0,Non-Fatal,Accident,"PINEDALE, WY",PIPER,PA-34,0.0,31-01-2018,PUBLIC AIRCRAFT,N8372Z,0.0,0.0,1.0,0.0,1.0,
CHI91FA088B,Airplane,True,CESSNA 182,Destroyed,No,CLIMB,United States,RECIPROCATING,1991-02-03,20001212X16418,Part 91: General Aviation,7.0,1.0,Fatal(7),Accident,"OSCEOLA, WI",CESSNA,182,1.0,17-10-2016,SKYDIVING,N6384A,7.0,0.0,7.0,0.0,0.0,VMC
CHI91FA088A,Airplane,True,PIPER PA-28-140,Destroyed,No,APPROACH,United States,RECIPROCATING,1991-02-03,20001212X16418,Part 91: General Aviation,7.0,1.0,Fatal(7),Accident,"OSCEOLA, WI",PIPER,PA-28-140,1.0,17-10-2016,INSTRUCTIONAL,N4676R,7.0,0.0,7.0,0.0,0.0,VMC
CHI91DCJ01,Airplane,True,CESSNA 172N,Destroyed,No,MANEUVERING,United States,RECIPROCATING,1991-02-24,20001212X16415,Part 91: General Aviation,1.0,1.0,Fatal(1),Accident,"WESTERN, NE",CESSNA,172N,1.0,17-08-2012,PERSONAL,N738LL,1.0,0.0,1.0,0.0,0.0,IMC
ATL91FA067,Airplane,True,PIPER PA-28-201T,Destroyed,No,CRUISE,United States,RECIPROCATING,1991-03-18,20001212X16539,Part 91: General Aviation,2.0,1.0,Fatal(2),Accident,"HAMILTON, NC",PIPER,PA-28-201T,1.0,02-10-2009,BUSINESS,N2871H,2.0,0.0,2.0,0.0,0.0,IMC
NYC91IA137,Airplane,False,BOEING 727-214,Minor,No,TAKEOFF,United States,TURBO FAN,1991-06-06,20001212X17360,Part 121: Air Carrier,0.0,0.0,Incident,Incident,"BOSTON, MA",BOEING,727-214,3.0,05-09-2018,UNKNOWN,N750UA,0.0,0.0,156.0,0.0,156.0,VMC
LAX91LA306,Airplane,False,CESSNA 182,Substantial,No,CRUISE,United States,RECIPROCATING,1991-07-11,20001212X17597,Part 91: General Aviation,1.0,0.2,Fatal(1),Accident,"WAILUA, HI",CESSNA,182,1.0,17-10-2016,SKYDIVING,N9022T,1.0,0.0,5.0,0.0,4.0,VMC
ANC91LA117,Airplane,False,BELLANCA 7GCBC,Substantial,No,MANEUVERING,United States,RECIPROCATING,1991-08-07,20001212X17738,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"SEWARD, AK",BELLANCA,7GCBC,1.0,19-03-2009,PERSONAL,N8684V,0.0,1.0,2.0,0.0,1.0,VMC
ANC91LA121,Airplane,False,PIPER PA-18,Substantial,No,TAKEOFF,United States,RECIPROCATING,1991-08-09,20001212X17742,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"ANCHORAGE, AK",PIPER,PA-18,1.0,19-03-2009,PERSONAL,N2370H,0.0,0.0,1.0,0.0,1.0,VMC
ANC91LA155,Airplane,False,PIPER PA-18-150,Substantial,No,TAKEOFF,United States,RECIPROCATING,1991-09-19,20001212X18014,Part 135: Air Taxi & Commuter,0.0,0.0,Non-Fatal,Accident,"EAGLE, AK",PIPER,PA-18-150,1.0,09-12-2011,,N4894A,0.0,0.0,1.0,0.0,1.0,VMC
FTW92FA014,Airplane,True,BEECH A36,Destroyed,No,MANEUVERING,United States,RECIPROCATING,1991-10-27,20001212X18289,Part 91: General Aviation,2.0,1.0,Fatal(2),Accident,"MARBLE FALLS, TX",BEECH,A36,1.0,25-01-2011,PERSONAL,N7246H,2.0,0.0,2.0,0.0,0.0,VMC
FTW92LA028,Airplane,False,CESSNA 120,Substantial,No,LANDING,United States,RECIPROCATING,1991-11-29,20001212X18454,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"LAS CRUCES, NM",CESSNA,120,1.0,19-12-2013,PERSONAL,N1906N,0.0,0.0,1.0,0.0,1.0,VMC
CHI92RA060,Airplane,False,BOEING B-747-121,Minor,No,,Canada,UNKNOWN,1991-12-12,20001212X18577,Part 121: Air Carrier,0.0,,Incident,Incident,"NAKINA, Canada",BOEING,B-747-121,0.0,05-08-1996,UNKNOWN,N475EV,0.0,0.0,0.0,0.0,0.0,VMC
ANC92FA083,Airplane,True,"PIPER PA-31T3, T1040",Destroyed,No,CRUISE,United States,TURBO PROP,1991-12-13,20001212X18531,Part 135: Air Taxi & Commuter,1.0,1.0,Fatal(1),Accident,"NINILCHIK, AK",PIPER,"PA-31T3, T1040",2.0,09-12-2011,,N307SC,1.0,0.0,1.0,0.0,0.0,IMC
LAX92FA065,Airplane,True,BEECH 58P,Destroyed,No,APPROACH,United States,RECIPROCATING,1991-12-20,20001212X18613,Part 91: General Aviation,2.0,1.0,Fatal(2),Accident,"FLAGSTAFF, AZ",BEECH,58P,2.0,21-04-2016,BUSINESS,N766BA,2.0,0.0,2.0,0.0,0.0,IMC
LAX92MA183,Airplane,True,DE HAVILLAND DHC-6-200,Destroyed,No,TAKEOFF,United States,TURBO PROP,1992-04-22,20001211X14468,Part 91: General Aviation,22.0,1.0,Fatal(16),Accident,"PERRIS, CA",DE HAVILLAND,DHC-6-200,2.0,17-10-2016,SKYDIVING,N141PV,16.0,0.0,22.0,6.0,0.0,VMC
DCA92MA048,Airplane,True,BEECH C-45H,Destroyed,No,TAKEOFF,United States,RECIPROCATING,1992-09-07,20001211X15678,Part 91: General Aviation,12.0,1.0,Fatal(12),Accident,"HINCKLEY, IL",BEECH,C-45H,2.0,17-10-2016,SKYDIVING,N3657G,12.0,0.0,12.0,0.0,0.0,VMC
NYC93LA041,Airplane,False,CESSNA T210,Substantial,No,APPROACH,United States,RECIPROCATING,1992-12-13,20001211X16223,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"LONDONDERRY, NH",CESSNA,T210,1.0,02-05-2011,PERSONAL,N210PQ,0.0,1.0,1.0,0.0,0.0,VMC
LAX93WA090,Airplane,False,PIPER PA-34-200,Substantial,No,,Mexico,UNKNOWN,1992-12-29,20001211X16199,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,"LORETO, MEXICO",PIPER,PA-34-200,0.0,05-08-1996,PERSONAL,N4506X,0.0,0.0,2.0,0.0,2.0,VMC
ANC93FA054,Airplane,True,PIPER PA-18-150,Destroyed,No,MANEUVERING,United States,RECIPROCATING,1993-04-23,20001211X12054,Part 91: General Aviation,2.0,1.0,Fatal(2),Accident,"KASHWITNA, AK",PIPER,PA-18-150,1.0,17-08-2012,BUSINESS,N3741Z,2.0,0.0,2.0,0.0,0.0,VMC
NYC93FA154,Airplane,True,CESSNA 182A,Destroyed,No,TAKEOFF,United States,RECIPROCATING,1993-08-14,20001211X13214,Part 91: General Aviation,5.0,1.0,Fatal(1),Accident,"EAST MORICHES, NY",CESSNA,182A,1.0,17-10-2016,SKYDIVING,N5010D,1.0,0.0,5.0,4.0,0.0,VMC
LAX93LA329,Airplane,True,PIPER PA-34-220,Destroyed,No,CRUISE,PACIFIC OCEAN,RECIPROCATING,1993-08-18,20001211X13180,Part 91: General Aviation,0.0,0.0,Non-Fatal,Accident,PACIFIC OCEAN,PIPER,PA-34-220,1.0,23-03-2016,FERRY,N1232H,0.0,0.0,1.0,0.0,1.0,VMC
FTW93LA257,Airplane,False,BEECH C-45H,Minor,No,CRUISE,United States,RECIPROCATING,1993-09-04,20001211X13402,Part 91: General Aviation,1.0,0.09090909090909091,Fatal(1),Accident,"FENTRESS, TX",BEECH,C-45H,2.0,17-10-2016,SKYDIVING,N125MB,1.0,0.0,11.0,0.0,10.0,VMC
