Accident.Number,Aircraft.Category,Aircraft.Destroyed,Aircraft.Type,Aircraft.damage,Amateur.Built,Broad.phase.of.flight,Country,Engine.Type,Event.Date,Event.Id,FAR.Description,Fatal.Serious,Fatal.Serious.Rate,Injury.Severity,Investigation.Type,Location,Make,Model,Number.of.Engines,Publication.Date,Purpose.of.flight,Registration.Number,Total.Fatal.Injuries,Total.Minor.Injuries,Total.People,Total.Serious.Injuries,Total.Uninjured,Weather.Condition
WPR11LA361,Airplane,False,BEECH 76,Substantial,No,,United States,RECIPROCATING,2011-07-30,20110803X73136,091,1.0,0.25,Non-Fatal,Accident,"Perris, CA",BEECH,76,2.0,25-09-2020,PERSONAL,N6718X,0.0,1.0,4.0,1.0,2.0,VMC
CEN11WA592,Airplane,False,SOCATA TB10,Substantial,No,,Austria,RECIPROCATING,2011-07-30,20110824X75224,NUSN,1.0,0.5,Fatal,Accident,"Kufstein, Austria",SOCATA,TB10,1.0,03-11-2020,PERSONAL,PH-RCV,1.0,1.0,2.0,0.0,0.0,
ERA11FA431,Airplane,False,BEECH G35,Substantial,No,,United States,RECIPROCATING,2011-07-31,20110731X45211,091,1.0,1.0,Fatal,Accident,"Byron, GA",BEECH,G35,1.0,25-09-2020,PERSONAL,N156RP,1.0,0.0,1.0,0.0,0.0,VMC
CEN11LA536,Airplane,False,BELLANCA 14-13,Substantial,No,,United States,RECIPROCATING,2011-08-01,20110802X82938,091,0.0,0.0,Non-Fatal,Accident,"Stoughton, WI",BELLANCA,14-13,1.0,25-09-2020,PERSONAL,N74260,0.0,2.0,2.0,0.0,0.0,VMC
WPR11CA365,Airplane,False,CESSNA 162,Substantial,No,,United States,RECIPROCATING,2011-08-01,20110803X40806,091,0.0,0.0,Non-Fatal,Accident,"Rawlings, WY",CESSNA,162,1.0,25-09-2020,PERSONAL,N7024V,0.0,0.0,2.0,0.0,2.0,VMC
ERA11FAMS1,Airplane,False,PIPER PA-28-140,Substantial,No,,United States,RECIPROCATING,2011-08-01,20110804X94823,091,1.0,1.0,Fatal,Accident,"Unknown,",PIPER,PA-28-140,1.0,03-11-2020,PERSONAL,N4533R,1.0,0.0,1.0,0.0,0.0,VMC
WPR11LA359,Airplane,False,CESSNA 182A,Substantial,No,,United States,RECIPROCATING,2011-08-02,20110802X94413,091,0.0,0.0,Non-Fatal,Accident,"Emmett, ID",CESSNA,182A,1.0,25-09-2020,PERSONAL,N6399B,0.0,1.0,1.0,0.0,0.0,VMC
WPR11LA362,Airplane,False,CESSNA 172S,Substantial,No,,United States,RECIPROCATING,2011-08-02,20110803X74307,091,1.0,1.0,Non-Fatal,Accident,"Syracuse, UT",CESSNA,172S,1.0,25-09-2020,PERSONAL,N235GW,0.0,0.0,1.0,1.0,0.0,VMC
ERA11LA437,Airplane,False,BELLANCA 8GCBC,Substantial,No,,United States,RECIPROCATING,2011-08-02,20110803X84201,091,0.0,0.0,Non-Fatal,Accident,"Egg Harbor Township, NJ",BELLANCA,8GCBC,1.0,25-09-2020,BANNER TOW,N87020,0.0,1.0,1.0,0.0,0.0,VMC
WPR11FA367,Airplane,False,PIPER PA-24-250,Substantial,No,,United States,RECIPROCATING,2011-08-03,20110803X24247,091,1.0,1.0,Fatal,Accident,"Camas, WA",PIPER,PA-24-250,1.0,25-09-2020,PERSONAL,N6297P,1.0,0.0,1.0,0.0,0.0,VMC
ERA11LA438,Airplane,False,PIPER PA-30,Substantial,No,,United States,RECIPROCATING,2011-08-03,20110803X44121,091,4.0,0.8,Non-Fatal,Accident,"St. Petersburg, FL",PIPER,PA-30,2.0,25-09-2020,PERSONAL,N8314Y,0.0,1.0,5.0,4.0,0.0,VMC
CEN11LA543,Airplane,False,AERO COMMANDER S2R,Substantial,No,,United States,RECIPROCATING,2011-08-03,20110804X24224,137,0.0,0.0,Non-Fatal,Accident,"Washington, IA",AERO COMMANDER,S2R,1.0,25-09-2020,AERIAL APPLICATION,N1735S,0.0,0.0,1.0,0.0,1.0,VMC
CEN11CA570,Airplane,False,AIR TRACTOR INC AT-301,Substantial,No,,United States,RECIPROCATING,2011-08-03,20110815X12105,091,0.0,0.0,Non-Fatal,Accident,"Minot, ND",AIR TRACTOR INC,AT-301,1.0,25-09-2020,INSTRUCTIONAL,N8764S,0.0,0.0,1.0,0.0,1.0,VMC
ANC11TA079,Airplane,False,DEHAVILLAND DHC-2 MK. I(L20A),Substantial,No,,United States,RECIPROCATING,2011-08-03,20110818X61220,135,0.0,0.0,Non-Fatal,Accident,"Northway, AK",DEHAVILLAND,DHC-2 MK. I(L20A),1.0,25-09-2020,,N723DR,0.0,0.0,5.0,0.0,5.0,VMC
WPR11LA369,Airplane,False,CESSNA 140,Substantial,No,,United States,RECIPROCATING,2011-08-04,20110804X61104,091,0.0,0.0,Non-Fatal,Accident,"Wilkeson, WA",CESSNA,140,1.0,25-09-2020,PERSONAL,N2199N,0.0,0.0,2.0,0.0,2.0,VMC
CEN11FA562,Airplane,False,AIR TRACTOR INC AT-301,Substantial,No,,United States,RECIPROCATING,2011-08-04,20110811X23035,091,0.0,0.0,Non-Fatal,Accident,"Nekoosa, WI",AIR TRACTOR INC,AT-301,1.0,25-09-2020,POSITIONING,N4345S,0.0,0.0,1.0,0.0,1.0,VMC
CEN11LA552,Airplane,False,CESSNA T210N,Substantial,No,,United States,RECIPROCATING,2011-08-05,20110808X02225,091,3.0,0.6,Non-Fatal,Accident,"Amarillo, TX",CESSNA,T210N,1.0,25-09-2020,EXECUTIVE/CORPORATE,N829MB,0.0,2.0,5.0,3.0,0.0,VMC
CEN11CA548,Airplane,False,PIPER PA-18A,Substantial,No,,United States,RECIPROCATING,2011-08-05,20110805X22610,091,2.0,1.0,Non-Fatal,Accident,"Sherman, TX",PIPER,PA-18A,1.0,25-09-2020,PERSONAL,N150CW,0.0,0.0,2.0,2.0,0.0,VMC
ERA11CA441,Airplane,False,CESSNA 172K,Substantial,No,,United States,RECIPROCATING,2011-08-05,20110806X02959,091,0.0,0.0,Non-Fatal,Accident,"Sylacauga, AL",CESSNA,172K,1.0,25-09-2020,INSTRUCTIONAL,N7214G,0.0,0.0,2.0,0.0,2.0,VMC
CEN11CA560,Airplane,False,CESSNA 182S,Substantial,No,,United States,RECIPROCATING,2011-08-05,20110810X70754,091,0.0,0.0,Non-Fatal,Accident,"Los Cruces, NM",CESSNA,182S,1.0,25-09-2020,PERSONAL,N493JL,0.0,0.0,3.0,0.0,3.0,VMC
ENG11IA043,Airplane,False,MCDONNELL DOUGLAS DC-9-51,Minor,No,,United States,TURBO JET,2011-08-06,20110808X94427,121,0.0,,Non-Fatal,Incident,"Atlanta, GA",MCDONNELL DOUGLAS,DC-9-51,2.0,25-09-2020,,N676MC,0.0,0.0,0.0,0.0,0.0,VMC
ERA11LA461,Airplane,False,PIPER PA-46-310P,Substantial,No,,United States,TURBO PROP,2011-08-06,20110818X95615,091,0.0,0.0,Non-Fatal,Accident,"Elizabethtown, NC",PIPER,PA-46-310P,1.0,25-09-2020,PERSONAL,N469CC,0.0,0.0,2.0,0.0,2.0,VMC
ERA11FA443,Airplane,False,MAULE M-7-235,Substantial,No,,United States,RECIPROCATING,2011-08-07,20110807X61429,091,2.0,1.0,Fatal,Accident,"Warrenton, VA",MAULE,M-7-235,1.0,25-09-2020,PERSONAL,N747GL,2.0,0.0,2.0,0.0,0.0,VMC
CEN11LA555,Airplane,False,PIPER PA-28-180,Substantial,No,,United States,RECIPROCATING,2011-08-07,20110809X03303,091,0.0,0.0,Non-Fatal,Accident,"Millsap, TX",PIPER,PA-28-180,1.0,25-09-2020,PERSONAL,N7698W,0.0,0.0,2.0,0.0,2.0,VMC
ANC11CA074,Airplane,False,PIPER PA-18-150,Substantial,No,,United States,RECIPROCATING,2011-08-07,20110809X45425,091,0.0,0.0,Non-Fatal,Accident,"Coldfoot, AK",PIPER,PA-18-150,1.0,25-09-2020,PERSONAL,N762LA,0.0,0.0,1.0,0.0,1.0,VMC
CEN11FA557,Airplane,False,PIPER PA-23,Substantial,No,,United States,RECIPROCATING,2011-08-08,20110809X43054,091,3.0,1.0,Fatal,Accident,"Millersburg, OH",PIPER,PA-23,2.0,25-09-2020,PERSONAL,N2286P,3.0,0.0,3.0,0.0,0.0,VMC
OPS11IA819,Airplane,False,EMBRAER EMB-135KL,Unknown,No,,United States,TURBO JET,2011-08-08,20110809X50704,121,0.0,0.0,Non-Fatal,Incident,"Chicago, IL",EMBRAER,EMB-135KL,2.0,25-09-2020,,N377SK,0.0,0.0,84.0,0.0,84.0,VMC
ERA11CA446,Airplane,False,CESSNA 172S,Substantial,No,,United States,RECIPROCATING,2011-08-08,20110810X34101,091,0.0,0.0,Non-Fatal,Accident,"St. Augustine, FL",CESSNA,172S,1.0,25-09-2020,INSTRUCTIONAL,N65777,0.0,0.0,1.0,0.0,1.0,VMC
WPR11LA375,Airplane,False,AIR TRACTOR INC AT-602,Substantial,No,,United States,TURBO PROP,2011-08-08,20110810X53544,137,1.0,1.0,Non-Fatal,Accident,"Willcox, AZ",AIR TRACTOR INC,AT-602,1.0,25-09-2020,AERIAL APPLICATION,N5123L,0.0,0.0,1.0,1.0,0.0,VMC
ERA11CA445,Airplane,False,PIPER PA-32RT-300,Substantial,No,,United States,RECIPROCATING,2011-08-09,20110809X15900,091,0.0,0.0,Non-Fatal,Accident,"Charleston, SC",PIPER,PA-32RT-300,1.0,25-09-2020,PERSONAL,N30731,0.0,0.0,1.0,0.0,1.0,VMC
CEN11FA559,Airplane,False,CESSNA 182C,Substantial,No,,United States,RECIPROCATING,2011-08-09,20110810X45524,091,1.0,1.0,Non-Fatal,Accident,"Boulder, CO",CESSNA,182C,1.0,25-09-2020,SKYDIVING,N8717T,0.0,0.0,1.0,1.0,0.0,VMC
CEN11CA561,Airplane,False,CESSNA TR182,Substantial,No,,United States,RECIPROCATING,2011-08-09,20110811X15509,091,0.0,0.0,Non-Fatal,Accident,"Bloomington, IN",CESSNA,TR182,1.0,25-09-2020,PERSONAL,N9281R,0.0,0.0,2.0,0.0,2.0,VMC
CEN11LA563,Airplane,False,GRUMMAN ACFT ENG COR-SCHWEIZER G-164A,Substantial,No,,United States,RECIPROCATING,2011-08-10,20110811X32546,137,0.0,0.0,Non-Fatal,Accident,"Mansfield, SD",GRUMMAN ACFT ENG COR-SCHWEIZER,G-164A,1.0,25-09-2020,AERIAL APPLICATION,N127FC,0.0,0.0,1.0,0.0,1.0,VMC
CEN11LA566,Airplane,False,AIR TRACTOR INC AT-400,Substantial,No,,United States,TURBO PROP,2011-08-11,20110812X65034,137,0.0,0.0,Non-Fatal,Accident,"Nelson, NE",AIR TRACTOR INC,AT-400,1.0,25-09-2020,AERIAL APPLICATION,N3659N,0.0,0.0,1.0,0.0,1.0,VMC
CEN11CA564,Airplane,False,BEECH 35-C33,Substantial,No,,United States,RECIPROCATING,2011-08-11,20110812X85526,091,0.0,0.0,Non-Fatal,Accident,"Rockwall, TX",BEECH,35-C33,1.0,25-09-2020,PERSONAL,N12CA,0.0,0.0,1.0,0.0,1.0,VMC
ANC11CA078,Airplane,False,PIPER PA-11,Substantial,No,,United States,RECIPROCATING,2011-08-11,20110816X41912,091,0.0,0.0,Non-Fatal,Accident,"Chenga Bay, AK",PIPER,PA-11,1.0,25-09-2020,PERSONAL,N78635,0.0,0.0,1.0,0.0,1.0,VMC
ANC11CA075,Airplane,False,PIPER PA-32-301,Substantial,No,,United States,RECIPROCATING,2011-08-12,20110813X60348,091,0.0,0.0,Non-Fatal,Accident,"Kodiak, AK",PIPER,PA-32-301,1.0,25-09-2020,FLIGHT TEST,N8152Z,0.0,0.0,2.0,0.0,2.0,VMC
ERA11LA451,Airplane,False,CESSNA U206F,Substantial,No,,United States,RECIPROCATING,2011-08-12,20110814X60630,091,1.0,0.2,Non-Fatal,Accident,"Arcadia, FL",CESSNA,U206F,1.0,25-09-2020,OTHER WORK USE,N8737Q,0.0,0.0,5.0,1.0,4.0,VMC
WPR11LA378,Airplane,False,CESSNA 210L,Substantial,No,,United States,RECIPROCATING,2011-08-13,20110813X92613,091,0.0,0.0,Non-Fatal,Accident,"Seattle, WA",CESSNA,210L,1.0,25-09-2020,PERSONAL,N732FY,0.0,0.0,3.0,0.0,3.0,VMC
ERA11CA449,Airplane,False,NORTH AMERICAN AT-6D,Substantial,No,,United States,RECIPROCATING,2011-08-13,20110814X53605,091,1.0,1.0,Non-Fatal,Accident,"Canon, GA",NORTH AMERICAN,AT-6D,1.0,25-09-2020,PERSONAL,N7435U,0.0,0.0,1.0,1.0,0.0,VMC
ERA11CA450,Airplane,False,CESSNA 172M,Substantial,No,,United States,RECIPROCATING,2011-08-13,20110814X54118,091,0.0,0.0,Non-Fatal,Accident,"Elkins, WV",CESSNA,172M,1.0,25-09-2020,INSTRUCTIONAL,N5399Q,0.0,0.0,3.0,0.0,3.0,VMC
CEN11LA571,Airplane,False,AIR TRACTOR INC AT-402,Substantial,No,,United States,TURBO PROP,2011-08-13,20110815X24503,137,0.0,0.0,Non-Fatal,Accident,"Uvalde, TX",AIR TRACTOR INC,AT-402,1.0,25-09-2020,AERIAL APPLICATION,N10119,0.0,0.0,1.0,0.0,1.0,VMC
ANC11CA076,Airplane,False,PIPER PA-18-135,Substantial,No,,United States,RECIPROCATING,2011-08-13,20110815X40827,091,1.0,1.0,Non-Fatal,Accident,"Coldfoot, AK",PIPER,PA-18-135,1.0,25-09-2020,BUSINESS,N1258C,0.0,0.0,1.0,1.0,0.0,VMC
ERA11CA453,Airplane,False,TAYLORCRAFT BC12-D,Substantial,No,,United States,RECIPROCATING,2011-08-13,20110816X84113,091,1.0,1.0,Non-Fatal,Accident,"West Liberty, KY",TAYLORCRAFT,BC12-D,1.0,25-09-2020,PERSONAL,N5080M,0.0,0.0,1.0,1.0,0.0,VMC
CEN11LA598,Airplane,False,AIR TRACTOR INC AT-301,Substantial,No,,United States,RECIPROCATING,2011-08-13,20110826X95650,137,0.0,0.0,Non-Fatal,Accident,"Edgeley, ND",AIR TRACTOR INC,AT-301,1.0,25-09-2020,AERIAL APPLICATION,N73071,0.0,0.0,1.0,0.0,1.0,VMC
WPR11CA376,Airplane,False,CESSNA 172P,Substantial,No,,United States,RECIPROCATING,2011-08-14,20110810X85728,091,0.0,0.0,Non-Fatal,Accident,"San Diego, CA",CESSNA,172P,1.0,25-09-2020,INSTRUCTIONAL,N216AF,0.0,0.0,1.0,0.0,1.0,VMC
WPR11LA380,Airplane,False,BEECH B36TC,Substantial,No,,United States,RECIPROCATING,2011-08-14,20110814X12005,091,0.0,0.0,Non-Fatal,Accident,"Lemoore, CA",BEECH,B36TC,1.0,25-09-2020,PERSONAL,N6465X,0.0,0.0,3.0,0.0,3.0,VMC
WPR11FA381,Airplane,True,BEECH A36,Destroyed,No,,United States,TURBO PROP,2011-08-14,20110814X15623,091,2.0,1.0,Fatal,Accident,"Lander, WY",BEECH,A36,1.0,25-09-2020,PERSONAL,N324AT,2.0,0.0,2.0,0.0,0.0,VMC
ERA11CA452,Airplane,False,PIPER PA-28-236,Substantial,No,,United States,RECIPROCATING,2011-08-14,20110814X63451,091,1.0,1.0,Non-Fatal,Accident,"Front Royal, VA",PIPER,PA-28-236,1.0,25-09-2020,PERSONAL,N4341M,0.0,0.0,1.0,1.0,0.0,VMC
WPR11FA382,Airplane,False,CESSNA P210N,Substantial,No,,United States,RECIPROCATING,2011-08-14,20110815X10520,091,4.0,1.0,Fatal,Accident,"Burley, ID",CESSNA,P210N,1.0,25-09-2020,PERSONAL,N7825K,4.0,0.0,4.0,0.0,0.0,VMC
CEN11LA575,Airplane,False,CESSNA 150H,Substantial,No,,United States,RECIPROCATING,2011-08-14,20110815X44012,091,2.0,1.0,Non-Fatal,Accident,"Sabetha, KS",CESSNA,150H,1.0,25-09-2020,PERSONAL,N6953S,0.0,0.0,2.0,2.0,0.0,VMC
ANC11FA077,Airplane,False,CESSNA 207,Substantial,No,,United States,RECIPROCATING,2011-08-14,20110815X51728,135,2.0,0.3333333333333333,Fatal,Accident,"McGrath, AK",CESSNA,207,1.0,25-09-2020,,N91099,2.0,4.0,6.0,0.0,0.0,IMC
CEN11CA576,Airplane,False,PIPER PA-28-235,Substantial,No,,United States,RECIPROCATING,2011-08-14,20110815X81140,091,0.0,0.0,Non-Fatal,Accident,"Stanberry, MO",PIPER,PA-28-235,1.0,25-09-2020,PERSONAL,N42860,0.0,0.0,1.0,0.0,1.0,VMC
CEN11LA577,Airplane,False,CESSNA 400,Substantial,No,,United States,RECIPROCATING,2011-08-14,20110816X20541,091,2.0,1.0,Non-Fatal,Accident,"Eastland, TX",CESSNA,400,1.0,25-09-2020,PERSONAL,N2515G,0.0,0.0,2.0,2.0,0.0,VMC
CEN11LA578,Airplane,False,BOEING A75N1(PT17),Substantial,No,,United States,RECIPROCATING,2011-08-14,20110816X41751,091,0.0,0.0,Non-Fatal,Accident,"Fabens, TX",BOEING,A75N1(PT17),1.0,25-09-2020,PERSONAL,N53473,0.0,2.0,2.0,0.0,0.0,VMC
WPR11FA383,Airplane,False,PIPER PA-38-112,Substantial,No,,United States,RECIPROCATING,2011-08-15,20110815X62149,091,2.0,1.0,Fatal,Accident,"Silver Bow, MT",PIPER,PA-38-112,1.0,25-09-2020,INSTRUCTIONAL,N2584N,2.0,0.0,2.0,0.0,0.0,VMC
WPR11LA384,Airplane,False,GRUMMAN ACFT ENG COR-SCHWEIZER G-164B,Substantial,No,,United States,RECIPROCATING,2011-08-15,20110815X62953,137,1.0,1.0,Non-Fatal,Accident,"Oakesdale, WA",GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,1.0,25-09-2020,AERIAL APPLICATION,N6628Q,0.0,0.0,1.0,1.0,0.0,VMC
WPR11WA385,Airplane,False,PIPER PA-28-180,Substantial,No,,Australia,,2011-08-15,20110816X41118,NUSN,2.0,0.6666666666666666,Fatal,Accident,"Horsham, Victoria, Australia",PIPER,PA-28-180,1.0,03-11-2020,PERSONAL,VH-POJ,2.0,1.0,3.0,0.0,0.0,VMC
ERA11LA454,Airplane,False,DIAMOND AIRCRAFT IND INC DA 40,Substantial,No,,United States,RECIPROCATING,2011-08-15,20110816X90141,091,0.0,0.0,Non-Fatal,Accident,"Hodgenville, KY",DIAMOND AIRCRAFT IND INC,DA 40,1.0,25-09-2020,PERSONAL,N316MA,0.0,3.0,3.0,0.0,0.0,VMC
ENG11WA045,Airplane,False,BOMBARDIER CRJ701,Minor,No,,France,,2011-08-15,20110818X92054,NUSC,0.0,,,Incident,"Lyon, France, France",BOMBARDIER,CRJ701,2.0,03-11-2020,,F-GRZH,0.0,0.0,0.0,0.0,0.0,
WPR11LA386,Airplane,False,AIR TRACTOR INC AT-401,Substantial,No,,United States,TURBO PROP,2011-08-16,20110816X45819,137,0.0,0.0,Non-Fatal,Accident,"Hardin, MT",AIR TRACTOR INC,AT-401,1.0,25-09-2020,AERIAL APPLICATION,N1012T,0.0,0.0,1.0,0.0,1.0,VMC
ANC11LA080,Airplane,False,PIPER PA-18-150,Substantial,No,,United States,RECIPROCATING,2011-08-16,20110816X95236,091,2.0,1.0,Fatal,Accident,"Cape Yakataga, AK",PIPER,PA-18-150,1.0,25-09-2020,PERSONAL,N4205Z,2.0,0.0,2.0,0.0,0.0,VMC
CEN11LA579,Airplane,False,CESSNA 180,Substantial,No,,United States,RECIPROCATING,2011-08-16,20110817X62640,091,0.0,0.0,Non-Fatal,Accident,"Stillwater, OK",CESSNA,180,1.0,25-09-2020,PERSONAL,N3316D,0.0,0.0,1.0,0.0,1.0,VMC
ERA11CA460,Airplane,False,MOONEY M20R,Substantial,No,,United States,RECIPROCATING,2011-08-16,20110818X92408,091,0.0,0.0,Non-Fatal,Accident,"West Chester, PA",MOONEY,M20R,1.0,25-09-2020,PERSONAL,N121RP,0.0,0.0,1.0,0.0,1.0,VMC
CEN11CA631,Airplane,False,CESSNA A188,Substantial,No,,United States,RECIPROCATING,2011-08-16,20110909X03509,137,0.0,0.0,Non-Fatal,Accident,"Ord, NE",CESSNA,A188,1.0,25-09-2020,AERIAL APPLICATION,N9742V,0.0,0.0,1.0,0.0,1.0,VMC
CEN11LA574,Airplane,False,PIPER PA-31-310,Substantial,No,,United States,RECIPROCATING,2011-08-17,20110815X30941,091,1.0,1.0,Non-Fatal,Accident,"Perryton, TX",PIPER,PA-31-310,2.0,25-09-2020,PERSONAL,N46TB,0.0,0.0,1.0,1.0,0.0,VMC
ERA11FA458,Airplane,False,CESSNA 310Q,Substantial,No,,United States,RECIPROCATING,2011-08-17,20110817X02017,091,1.0,1.0,Fatal,Accident,"Tupelo, MS",CESSNA,310Q,2.0,25-09-2020,PERSONAL,N444YM,1.0,0.0,1.0,0.0,0.0,VMC
WPR11LA388,Airplane,False,AIR TRACTOR INC AT-602,Substantial,No,,United States,TURBO PROP,2011-08-17,20110817X74533,137,1.0,1.0,Non-Fatal,Accident,"Pine Bluffs, WY",AIR TRACTOR INC,AT-602,1.0,25-09-2020,AERIAL APPLICATION,N8518Y,0.0,0.0,1.0,1.0,0.0,VMC
ANC11CA081,Airplane,False,PIPER PA-18-180,Substantial,No,,United States,RECIPROCATING,2011-08-17,20110818X63753,091,0.0,0.0,Non-Fatal,Accident,"Valdez, AK",PIPER,PA-18-180,1.0,25-09-2020,PERSONAL,N91134,0.0,0.0,1.0,0.0,1.0,VMC
ERA11WA464,Airplane,True,CESSNA 152,Destroyed,No,,Colombia,,2011-08-17,20110819X13147,NUSN,2.0,1.0,Fatal,Accident,"Finca Arrayanes, Colombia",CESSNA,152,1.0,03-11-2020,INSTRUCTIONAL,HK2597G,2.0,0.0,2.0,0.0,0.0,VMC
WPR11LA487,Airplane,False,PIPER J3C-65,Unknown,No,,United States,RECIPROCATING,2011-08-17,20120228X03455,091,0.0,0.0,Non-Fatal,Accident,"Fortuna, CA",PIPER,J3C-65,1.0,25-09-2020,PERSONAL,N3453K,0.0,0.0,2.0,0.0,2.0,VMC
CEN11LA556,Airplane,False,GRUMMAN G-164A,Substantial,No,,United States,RECIPROCATING,2011-08-18,20110809X13744,137,0.0,0.0,Non-Fatal,Accident,"El Campo, TX",GRUMMAN,G-164A,1.0,25-09-2020,AERIAL APPLICATION,N6567,0.0,0.0,1.0,0.0,1.0,VMC
ERA11FA462,Airplane,False,BEECH B19,Substantial,No,,United States,RECIPROCATING,2011-08-18,20110818X33710,091,0.0,0.0,Non-Fatal,Accident,"Whitesburg, GA",BEECH,B19,1.0,25-09-2020,PERSONAL,N281G,0.0,1.0,1.0,0.0,0.0,VMC
CEN11CA580,Airplane,False,CESSNA 172N,Substantial,No,,United States,RECIPROCATING,2011-08-18,20110818X51311,091,0.0,0.0,Non-Fatal,Accident,"Winnsboro, LA",CESSNA,172N,1.0,25-09-2020,PERSONAL,N3209E,0.0,0.0,1.0,0.0,1.0,VMC
WPR11FA390,Airplane,False,PIPER PA-18-150,Substantial,No,,United States,RECIPROCATING,2011-08-18,20110818X51603,091,2.0,1.0,Fatal,Accident,"Forsyth, MT",PIPER,PA-18-150,1.0,25-09-2020,AERIAL OBSERVATION,N7666D,2.0,0.0,2.0,0.0,0.0,VMC
ANC11CA082,Airplane,False,PIPER PA-20,Substantial,No,,United States,RECIPROCATING,2011-08-18,20110818X65735,091,0.0,0.0,Non-Fatal,Accident,"Tyonek, AK",PIPER,PA-20,1.0,25-09-2020,PERSONAL,N7763K,0.0,0.0,2.0,0.0,2.0,VMC
WPR11LA391,Airplane,False,LUSCOMBE 8A,Substantial,No,,United States,RECIPROCATING,2011-08-18,20110818X94611,091,0.0,0.0,Non-Fatal,Accident,"Cowiche, WA",LUSCOMBE,8A,1.0,25-09-2020,INSTRUCTIONAL,N1444K,0.0,0.0,2.0,0.0,2.0,VMC
WPR11LA416,Airplane,False,LUSCOMBE 8,Unknown,No,,United States,RECIPROCATING,2011-08-18,20110830X31855,091,1.0,0.5,Fatal,Accident,"Lincoln, CA",LUSCOMBE,8,1.0,25-09-2020,PERSONAL,N45725,1.0,0.0,2.0,0.0,1.0,VMC
ERA11LA501,Airplane,False,PIPER PA-22-108,Substantial,No,,United States,RECIPROCATING,2011-08-18,20110923X61743,091,0.0,0.0,Non-Fatal,Accident,"Monmouth, ME",PIPER,PA-22-108,1.0,25-09-2020,PERSONAL,N5048Z,0.0,0.0,1.0,0.0,1.0,VMC
ENG11WA046,Airplane,False,AIRBUS A320,Unknown,No,,Sweden,,2011-08-18,20110823X10652,UNK,0.0,,Non-Fatal,Incident,"Stockholm-Skavsta Airport, Sweden",AIRBUS,A320,,03-11-2020,,HA-LPB,0.0,0.0,0.0,0.0,0.0,
ERA11LA466,Airplane,False,PIPER PA46,Substantial,No,,United States,TURBO PROP,2011-08-19,20110820X72543,091,0.0,0.0,Non-Fatal,Accident,"Manasses, VA",PIPER,PA46,1.0,25-09-2020,PERSONAL,N133SR,0.0,0.0,2.0,0.0,2.0,VMC
WPR11CA396,Airplane,False,AVIAT AIRCRAFT INC A-1C-200,Substantial,No,,United States,RECIPROCATING,2011-08-19,20110822X02138,091,0.0,0.0,Non-Fatal,Accident,"Casper, WY",AVIAT AIRCRAFT INC,A-1C-200,1.0,25-09-2020,PERSONAL,N53WY,0.0,0.0,2.0,0.0,2.0,VMC
WPR11CA397,Airplane,False,CESSNA 170B,Substantial,No,,United States,RECIPROCATING,2011-08-19,20110822X05515,091,2.0,1.0,Non-Fatal,Accident,"Jefferson, OR",CESSNA,170B,1.0,25-09-2020,PERSONAL,N2789D,0.0,0.0,2.0,2.0,0.0,VMC
CEN11WA695,Airplane,True,CESSNA 210K,Destroyed,No,,Panama,,2011-08-19,20110830X74740,NUSN,6.0,1.0,Fatal,Accident,"Atlantic Ocean, AO",CESSNA,210K,,,,N8214M,6.0,0.0,6.0,0.0,0.0,
ERA11FA467,Airplane,False,CESSNA 172M,Substantial,No,,United States,RECIPROCATING,2011-08-20,20110820X13018,091,2.0,1.0,Fatal,Accident,"Titusville, PA",CESSNA,172M,1.0,25-09-2020,INSTRUCTIONAL,N13126,2.0,0.0,2.0,0.0,0.0,IMC
CEN11LA581,Airplane,False,PIPER PA-25-235,Substantial,No,,United States,RECIPROCATING,2011-08-20,20110820X52713,137,1.0,1.0,Fatal,Accident,"Whitewood, SD",PIPER,PA-25-235,1.0,25-09-2020,AERIAL APPLICATION,N7051Z,1.0,0.0,1.0,0.0,0.0,VMC
DCA11RA097,Airplane,True,BOEING 737,Destroyed,No,,Canada,,2011-08-20,20110821X13149,NUSC,0.0,,,Accident,"Resolute, Canada",BOEING,737,2.0,03-11-2020,,CGNWN,0.0,0.0,0.0,0.0,0.0,
ANC11CA083,Airplane,False,CESSNA 180A,Substantial,No,,United States,RECIPROCATING,2011-08-20,20110822X25654,091,0.0,0.0,Non-Fatal,Accident,"Igiugig, AK",CESSNA,180A,1.0,25-09-2020,BUSINESS,N26CZ,0.0,0.0,4.0,0.0,4.0,VMC
ERA11WA470,Airplane,False,PIPER PA30,Substantial,No,,Chile,RECIPROCATING,2011-08-20,20110823X71723,NUSC,2.0,1.0,Fatal,Accident,"Region del Bio Bio, Chile",PIPER,PA30,2.0,03-11-2020,,CC-CTT,2.0,0.0,2.0,0.0,0.0,VMC
WPR11CA446,Airplane,False,CESSNA 182A,Substantial,No,,United States,RECIPROCATING,2011-08-20,20110912X14118,091,0.0,0.0,Non-Fatal,Accident,"Prescott, AZ",CESSNA,182A,1.0,25-09-2020,PERSONAL,N3723D,0.0,0.0,2.0,0.0,2.0,VMC
WPR11LA400,Airplane,False,CESSNA 182Q,Substantial,No,,United States,RECIPROCATING,2011-08-21,20110822X11218,091,0.0,0.0,Non-Fatal,Accident,"Alton, UT",CESSNA,182Q,1.0,25-09-2020,PERSONAL,N79ES,0.0,0.0,3.0,0.0,3.0,VMC
